ID,Name,Fundkategorie,Link
1720,Castrop-Rauxel III,,iDAI gazetteer
1721,Castrop-Rauxel IV,,iDAI gazetteer
1722,Grabung Zeche Erin (Castrop-Rauxel),,iDAI gazetteer
1723,Grabung Zeche Erin (Castrop-Rauxel),Einzelfund,iDAI gazetteer
1724,Paderborn IX,,iDAI gazetteer
1725,Datteln,,iDAI gazetteer
1726,Dorsten (Grabfund),,iDAI gazetteer
1727,Dorsten,,iDAI gazetteer
1728,Holsterhausen,,iDAI gazetteer
1729,Lembeck,,iDAI gazetteer
1730,Lembeck II,,iDAI gazetteer
1731,Gladbeck,,iDAI gazetteer
1732,Gladbeck II,,iDAI gazetteer
1733,Antrup,,iDAI gazetteer
1734,Berghaltern,,iDAI gazetteer
1735,Lavesum (Hortfund),Schatzfund,iDAI gazetteer
1736,Stockwiese,,iDAI gazetteer
1737,Herten,,iDAI gazetteer
1738,Oer-Erkenschwick,,iDAI gazetteer
1739,Recklinghausen,,iDAI gazetteer
1740,Recklinghausen II,,iDAI gazetteer
1741,Waltrop,,iDAI gazetteer
1742,Waltrop II,,iDAI gazetteer
1743,Lippe,,iDAI gazetteer
1744,Isendorf,,iDAI gazetteer
1745,Lengerich,,iDAI gazetteer
1746,Wechte,,iDAI gazetteer
1747,Metelen,,iDAI gazetteer
1748,Scheddebrock,,iDAI gazetteer
1749,Ochtrup,,iDAI gazetteer
1750,Rheine,,iDAI gazetteer
1751,Rheine II,,iDAI gazetteer
1752,Rheine III,Einzelfund,iDAI gazetteer
1753,Burgsteinfurt,,iDAI gazetteer
1754,Burgsteinfurt II,,iDAI gazetteer
1755,Tecklenburg,Einzelfund,iDAI gazetteer
1756,Westerkappeln (Hortfund),Schatzfund,iDAI gazetteer
1757,Beckum,,iDAI gazetteer
1758,Beckum (Grabfund),,iDAI gazetteer
1759,Hörster,,iDAI gazetteer
1760,Stromberg,,iDAI gazetteer
1761,Stromberg II,,iDAI gazetteer
1762,Füchtorf,,iDAI gazetteer
1763,Telgte,,iDAI gazetteer
1764,Telgte II,,iDAI gazetteer
1765,Freckenhorst,,iDAI gazetteer
1766,Vinnenberg,,iDAI gazetteer
1767,Suderlage,,iDAI gazetteer
1768,Kreis Warendorf,Einzelfund,iDAI gazetteer
1769,Westliches Münsterland,Einzelfund,iDAI gazetteer
1770,Dwoberg (Schatzfund),,iDAI gazetteer
1771,Dwoberg,,iDAI gazetteer
1772,Delmenhorst II,,iDAI gazetteer
1773,Ehem. Grafschaft Delmenhorst (Hortfund),Schatzfund,iDAI gazetteer
1774,Borßum,,iDAI gazetteer
1775,Oldenburg,,iDAI gazetteer
1776,Osnabrück,,iDAI gazetteer
1777,Moorburg,,iDAI gazetteer
1778,Absen,,iDAI gazetteer
1779,Gristede,,iDAI gazetteer
1780,Tannenhausen,,iDAI gazetteer
1781,Hage,,iDAI gazetteer
1782,Halbemond,,iDAI gazetteer
1783,Hauen (Hortfund),Schatzfund,iDAI gazetteer
1784,Norden,,iDAI gazetteer
1785,Rechtsupweg,,iDAI gazetteer
1786,Cloppenburg,,iDAI gazetteer
1787,Altenoythe,,iDAI gazetteer
1788,Thüle (Hortfund),Schatzfund,iDAI gazetteer
1789,Lindern,,iDAI gazetteer
1790,Marren,,iDAI gazetteer
1791,Altenbrunnen,,iDAI gazetteer
1792,Benstrup (Hortfund),Schatzfund,iDAI gazetteer
1793,Benstrup,,iDAI gazetteer
1794,Emsbüren (Hortfund),Schatzfund,iDAI gazetteer
1795,Emsbüren,Einzelfund,iDAI gazetteer
1796,Helschen,,iDAI gazetteer
1797,Listrup (Hortfund),Schatzfund,iDAI gazetteer
1798,Groß-Hesepe,Einzelfund,iDAI gazetteer
1799,Rütenbrock (Hortfund),Schatzfund,iDAI gazetteer
1800,Haselünne und Umgebung,,iDAI gazetteer
1801,Herzlake (Grabfund),,iDAI gazetteer
1802,Lengerich (Hortfund I),Schatzfund,iDAI gazetteer
1803,Lengerich (Schatzfund II),Schatzfund,iDAI gazetteer
1804,Lengerich (Einzelfund),,iDAI gazetteer
1805,Bokeloh,,iDAI gazetteer
1806,Niederlangen (Hortfund),,iDAI gazetteer
1807,Niederlangen (Siedlungsfund),,iDAI gazetteer
1808,Salzbergen (Grabfund),Grabfund,iDAI gazetteer
1809,Spahn (Hortfund),Schatzfund,iDAI gazetteer
1810,Bockhorn,,iDAI gazetteer
1811,Jever (Hortfund),Schatzfund,iDAI gazetteer
1812,Jever,,iDAI gazetteer
1813,Dangast,,iDAI gazetteer
1814,Wiefels,,iDAI gazetteer
1815,Gildehaus (Grabfund),,iDAI gazetteer
1816,Engden,,iDAI gazetteer
1817,Neuenhaus (Siedlungsfund),,iDAI gazetteer
1818,Brandlecht (Hortfund),Schatzfund,iDAI gazetteer
1819,Großringe (Hortfund),Schatzfund,iDAI gazetteer
1820,Wilsum,,iDAI gazetteer
1821,Detern,,iDAI gazetteer
1822,Stickhausen,,iDAI gazetteer
1823,Filsum (Hortfund),Schatzfund,iDAI gazetteer
1824,Bingum-Soltberg (Schatzfund),Schatzfund,iDAI gazetteer
1825,Nendorp-Wischenborg (Grabfund?),,iDAI gazetteer
1826,Leer,,iDAI gazetteer
1827,Rorichum,Einzelfund,iDAI gazetteer
1828,Osterhörn,,iDAI gazetteer
1829,Weener,,iDAI gazetteer
1830,Collinghorst,,iDAI gazetteer
1831,Klattenhof,,iDAI gazetteer
1832,Elmeloh,,iDAI gazetteer
1833,Schlutter,,iDAI gazetteer
1834,Hude (Hortfund),Schatzfund,iDAI gazetteer
1835,Simmershausen,,iDAI gazetteer
1836,Wildeshausen,Einzelfund,iDAI gazetteer
1837,Wildeshausen (Grabfund?),,iDAI gazetteer
1838,Mahlstedt,,iDAI gazetteer
1839,Ankum,,iDAI gazetteer
1840,Brickwedde,,iDAI gazetteer
1841,Lintorf-Krietenstein (Hortfund),Schatzfund,iDAI gazetteer
1842,Wittlage (Siedlungsfund),Einzelfund,iDAI gazetteer
1843,Bad Iburg,Einzelfund,iDAI gazetteer
1844,"Haltern-Wellingen, Gmd. Belm (Hortfund)",Schatzfund,iDAI gazetteer
1845,Icker,Einzelfund,iDAI gazetteer
1846,Bersenbrück (Hortfund),Schatzfund,iDAI gazetteer
1847,Bersenbrück (Umgebung),,iDAI gazetteer
1848,Ellerbeck (Hortfund),Schatzfund,iDAI gazetteer
1849,Schwege (Schatzfund),Schatzfund,iDAI gazetteer
1850,Bramsche,Einzelfund,iDAI gazetteer
1851,Engter (Hortfund),Schatzfund,iDAI gazetteer
1852,Malgarten,,iDAI gazetteer
1853,Dissen,,iDAI gazetteer
1854,Dissen II,Einzelfund,iDAI gazetteer
1855,Erpen (Grabfund),,iDAI gazetteer
1856,Erpen,Einzelfund,iDAI gazetteer
1857,Kloster Oesede,,iDAI gazetteer
1858,Sudendorf,,iDAI gazetteer
1859,Wellendorf,,iDAI gazetteer
1860,Melle (Grabfund),,iDAI gazetteer
1861,Riemsloh (Schatzfund?),,iDAI gazetteer
1862,Hahnenmoor,,iDAI gazetteer
1863,Niewedde (Hortfund),Schatzfund,iDAI gazetteer
1864,Niewedde,,iDAI gazetteer
1865,Venne (Hortfund),Schatzfund,iDAI gazetteer
1866,Osnabrücker Raum (Hortfund),Schatzfund,iDAI gazetteer
1867,Osnabrücker Raum,Unbekannt,iDAI gazetteer
1868,Goldenstedt (Hortfund),Schatzfund,iDAI gazetteer
1869,Brägel,,iDAI gazetteer
1870,Märschendorf,,iDAI gazetteer
1871,Vörden (Hortfund),Schatzfund,iDAI gazetteer
1872,Schlüte (Siedlungsfund?),Einzelfund,iDAI gazetteer
1873,Warfleth,,iDAI gazetteer
1874,Wehrder (Siedlungsfund),,iDAI gazetteer
1875,Brake (Gewässerfund),,iDAI gazetteer
1876,Lienen,,iDAI gazetteer
1877,Absen (Hortfund),Schatzfund,iDAI gazetteer
1878,Rodenkirchen,,iDAI gazetteer
1879,Ostfriesland (Hortfund),,iDAI gazetteer
1880,Ostfriesland (Hortfund?),Schatzfund,iDAI gazetteer
1881,Ostfriesland,Einzelfund,iDAI gazetteer
1882,Hannover,,iDAI gazetteer
1883,Barnstorf,,iDAI gazetteer
1884,Apelstedt (Hortfund),Schatzfund,iDAI gazetteer
1885,Bassum,,iDAI gazetteer
1886,Hassel (Diepholz),,iDAI gazetteer
1887,Aschen,,iDAI gazetteer
1888,Aschener Moor (Hortfund?),Schatzfund,iDAI gazetteer
1889,Aschen-Mehrholz,,iDAI gazetteer
1890,Diepholz (Hortfund),Schatzfund,iDAI gazetteer
1891,Diepholz,,iDAI gazetteer
1892,Lembruch,,iDAI gazetteer
1893,Lemförde,,iDAI gazetteer
1894,Berkel,,iDAI gazetteer
1895,Sulingen,,iDAI gazetteer
1896,Syke (Grabfund),,iDAI gazetteer
1897,Syke,,iDAI gazetteer
1898,Sudweyhe,,iDAI gazetteer
1899,Reher,,iDAI gazetteer
1900,Schwöbber,Einzelfund,iDAI gazetteer
1901,Bad Pyrmont (Brodelbrunnen),,iDAI gazetteer
1902,Bad Pyrmont,,iDAI gazetteer
1903,Börry,,iDAI gazetteer
1904,Hämelschenburg,,iDAI gazetteer
1905,Latferde,,iDAI gazetteer
1906,Welsede (Hortfund),Schatzfund,iDAI gazetteer
1907,Hameln,,iDAI gazetteer
1908,Hameln II,,iDAI gazetteer
1909,Tündern,,iDAI gazetteer
1910,Wehrbergen,,iDAI gazetteer
1911,Hemeringen,Einzelfund,iDAI gazetteer
1912,Wallensen,,iDAI gazetteer
1913,Gehrden (Hortfund),Schatzfund,iDAI gazetteer
1914,Gehrden (Hortfund) II,Schatzfund,iDAI gazetteer
1915,Gehrden,,iDAI gazetteer
1916,Laatzen (Grabfund),,iDAI gazetteer
1917,Neustadt am Rübenberge,,iDAI gazetteer
1918,Amedorf,,iDAI gazetteer
1919,Reden (Hortfund),Schatzfund,iDAI gazetteer
1920,Reden,,iDAI gazetteer
1921,Thiedenwiese (Schatzfund),Schatzfund,iDAI gazetteer
1922,Jeinsen,,iDAI gazetteer
1923,"Ronnenberg ""Am Deister""",,iDAI gazetteer
1924,Ronnenberg II,,iDAI gazetteer
1925,Benthe,,iDAI gazetteer
1926,Alfeld,,iDAI gazetteer
1927,Segeste (Hortfund),Schatzfund,iDAI gazetteer
1928,Banteln,,iDAI gazetteer
1929,Posthof,,iDAI gazetteer
1930,Eime,,iDAI gazetteer
1931,Elze (Hortfund),Schatzfund,iDAI gazetteer
1932,Elze,,iDAI gazetteer
1933,Esbeck,,iDAI gazetteer
1934,Sorsum,,iDAI gazetteer
1935,Wülfingen,,iDAI gazetteer
1936,Betheln,,iDAI gazetteer
1937,Freden,,iDAI gazetteer
1938,Hildesheim,,iDAI gazetteer
1939,Groß Giesen,,iDAI gazetteer
1940,Heyersum,,iDAI gazetteer
1941,Nordstemmen,,iDAI gazetteer
1942,Sarstedt,,iDAI gazetteer
1943,Sarstedt (Hortfund),Schatzfund,iDAI gazetteer
1944,Dingelbe,,iDAI gazetteer
1945,Sibbesse,,iDAI gazetteer
1946,Gronau II,,iDAI gazetteer
1947,Altkreis Hildesheim-Marienburg I (Hortfund),Schatzfund,iDAI gazetteer
1948,Lobach (Weihefund),,iDAI gazetteer
1949,Braak,,iDAI gazetteer
1950,Negenborn,,iDAI gazetteer
1951,Neuhaus im Solling (Hortfund),Schatzfund,iDAI gazetteer
1952,Polle,,iDAI gazetteer
1953,Bühren-Oyle,,iDAI gazetteer
1954,Eystrup,,iDAI gazetteer
1955,Nienburg (Weser),,iDAI gazetteer
1956,Liebenau (Grabfund),,iDAI gazetteer
1957,Rodewald,,iDAI gazetteer
1958,Schinna,,iDAI gazetteer
1959,Schinna (Hortfund),Schatzfund,iDAI gazetteer
1960,Im Nienburgischen,Einzelfund,iDAI gazetteer
1961,Im Nienburgischen II,Unbekannt,iDAI gazetteer
1962,Luhden,,iDAI gazetteer
1963,Bückeburg (Hortfund),Schatzfund,iDAI gazetteer
1964,Bückeburg,,iDAI gazetteer
1965,Bückeburg (Hortfund) II,Schatzfund,iDAI gazetteer
1966,Petzen (Hortfund?),Schatzfund,iDAI gazetteer
1967,Warber,Einzelfund,iDAI gazetteer
1968,Meinsen (Hortfund?),Schatzfund,iDAI gazetteer
1969,Rinteln,Einzelfund,iDAI gazetteer
1970,Rinteln (Hortfund),,iDAI gazetteer
1971,Feggendorf,,iDAI gazetteer
1972,Schierneichen,,iDAI gazetteer
1973,Celle,,iDAI gazetteer
1974,Hohnhorst,,iDAI gazetteer
1975,Bederkesa,Einzelfund,iDAI gazetteer
1976,Fickmühlen (Hortfund),Schatzfund,iDAI gazetteer
1977,Bramstedt (Grabfund),,iDAI gazetteer
1978,Cadenberge,,iDAI gazetteer
1979,Altenwalde,,iDAI gazetteer
1980,Gudendorf (Grabfund),,iDAI gazetteer
1981,Gudendorf (Klostermoor),,iDAI gazetteer
1982,Kreienhöltermoor (Hortfund),Schatzfund,iDAI gazetteer
1983,Dorum,,iDAI gazetteer
1984,Flögeln (Siedlungsfund),,iDAI gazetteer
1985,Hechthausen,,iDAI gazetteer
1986,Kleinwörden (Hortfund),Schatzfund,iDAI gazetteer
1987,Dingen (Grabfund),,iDAI gazetteer
1988,Holßel,,iDAI gazetteer
1989,Neuenwalde,,iDAI gazetteer
1990,Sievern (Hortfund),Schatzfund,iDAI gazetteer
1991,Sievern II (Hortfund),Schatzfund,iDAI gazetteer
1992,Feddersen Wierde (Siedlungsfund),,iDAI gazetteer
1993,Meckelstedt,,iDAI gazetteer
1994,Meckelstedt (Schatzfund),,iDAI gazetteer
1995,Loxstedt (Grabfund),,iDAI gazetteer
1996,Büttel,,iDAI gazetteer
1997,Midlum (Grabfund?),,iDAI gazetteer
1998,Midlum (Siedlungsfund),,iDAI gazetteer
1999,Neuhaus (Oste) (Hortfund),Schatzfund,iDAI gazetteer
2000,Nordholz (Hortfund),Schatzfund,iDAI gazetteer
2001,Bentwisch (Schatzfund),,iDAI gazetteer
2002,Oberndorf (Hortfund),Schatzfund,iDAI gazetteer
2003,Otterndorf,,iDAI gazetteer
2004,Westerwörden,,iDAI gazetteer
2005,Westerwörden (Siedlungsfund),,iDAI gazetteer
2006,Wersabe,,iDAI gazetteer
2007,Wehden (Hort- oder Grabfund),,iDAI gazetteer
2008,Westerwanna (Grabfund),,iDAI gazetteer
2009,Dobrock,,iDAI gazetteer
2010,Lehnstedt (Grabfund?),,iDAI gazetteer
2011,Land Wursten,,iDAI gazetteer
2012,Buchholz in der Nordheide,,iDAI gazetteer
2013,Rosengarten,,iDAI gazetteer
2014,Klecken,,iDAI gazetteer
2015,Tötensen (Grabfund),,iDAI gazetteer
2016,Pevestorf,,iDAI gazetteer
2017,Küsten,,iDAI gazetteer
2018,Rebenstorf (Grabfund),,iDAI gazetteer
2019,Hitzacker,,iDAI gazetteer
2020,Lüchow,,iDAI gazetteer
2021,Schnega (Kreis),,iDAI gazetteer
2022,Adendorf,Einzelfund,iDAI gazetteer
2023,Barskamp (Hortfund),Schatzfund,iDAI gazetteer
2024,Kirchgellersen,Einzelfund,iDAI gazetteer
2025,Lüneburg,Einzelfund,iDAI gazetteer
2026,Im Lüneburgischen,Einzelfund,iDAI gazetteer
2027,Lüneburger Heide,Grabfund,iDAI gazetteer
2028,Lilienthal,,iDAI gazetteer
2029,Ritterhude,,iDAI gazetteer
2030,Stendorf,,iDAI gazetteer
2031,Scharmbeck,,iDAI gazetteer
2032,Bevern,,iDAI gazetteer
2033,Hesedorf,Einzelfund,iDAI gazetteer
2034,Weertzen,,iDAI gazetteer
2035,Barchel (Grabfund),,iDAI gazetteer
2036,Soltau,,iDAI gazetteer
2037,Dollern,,iDAI gazetteer
2038,Ritsch (Grabfund?),,iDAI gazetteer
2039,Gräpel (Hortfund),Schatzfund,iDAI gazetteer
2040,Issendorf (Grabfund),,iDAI gazetteer
2041,Issendorf,Grabfund,iDAI gazetteer
2042,Stade (Gegend von),Einzelfund,iDAI gazetteer
2043,Bützfleth,,iDAI gazetteer
2044,Perlberg (Grabfund),Grabfund,iDAI gazetteer
2045,Wischhafen,,iDAI gazetteer
2046,Klein Hesebeck (Hortfund),Schatzfund,iDAI gazetteer
2047,Rosche,,iDAI gazetteer
2048,Suderburg,,iDAI gazetteer
2049,Rassau (Schatzfund),,iDAI gazetteer
2050,Uelzen und Umgebung,,iDAI gazetteer
2051,Ripdorf (Grabfund),,iDAI gazetteer
2052,Achim,,iDAI gazetteer
2053,Uphusen,,iDAI gazetteer
2054,Halsmühlen (Hortfund),Schatzfund,iDAI gazetteer
2055,Dörverden (Grabfund),,iDAI gazetteer
2056,Daverden,Grabfund,iDAI gazetteer
2057,Langwedelermoor (Hortfund),Schatzfund,iDAI gazetteer
2058,Fischerhude,,iDAI gazetteer
2059,Fischerhude II,,iDAI gazetteer
2060,Verden,,iDAI gazetteer
2061,Braunschweig,,iDAI gazetteer
2062,Hagen-Dowesee,,iDAI gazetteer
2063,Querum,,iDAI gazetteer
2064,Beinum,,iDAI gazetteer
2065,Lobmachtersen (Siedlungsfund),,iDAI gazetteer
2066,Salder,Einzelfund,iDAI gazetteer
2067,Desingerode,,iDAI gazetteer
2068,Desingerode II,,iDAI gazetteer
2069,Nesselröden,,iDAI gazetteer
2070,Reiffenhausen,,iDAI gazetteer
2071,Göttingen,,iDAI gazetteer
2072,Hedemünden (Hortfund),Schatzfund,iDAI gazetteer
2073,Lutterberg,,iDAI gazetteer
2074,Wiershausen,,iDAI gazetteer
2075,Dankelshausen,,iDAI gazetteer
2076,Goslar,,iDAI gazetteer
2077,Rhüden,,iDAI gazetteer
2078,Frellstedt,,iDAI gazetteer
2079,Helmstedt,,iDAI gazetteer
2080,Bornum,,iDAI gazetteer
2081,Königslutter,,iDAI gazetteer
2082,Flechtorf,,iDAI gazetteer
2083,Esbeck (Hortfund),Schatzfund,iDAI gazetteer
2084,Esbeck (Hortfund) II,Schatzfund,iDAI gazetteer
2085,Esbeck II,,iDAI gazetteer
2086,Bad Gandersheim (Hortfund),Schatzfund,iDAI gazetteer
2087,Amelith,,iDAI gazetteer
2088,Winnefeld (Hortfund),Schatzfund,iDAI gazetteer
2089,Wachenhausen,,iDAI gazetteer
2090,Wachenhausen (Hortfund),Schatzfund,iDAI gazetteer
2091,Edesheim,Einzelfund,iDAI gazetteer
2092,Imbshausen (Hortfund),Schatzfund,iDAI gazetteer
2093,Imbshausen II (Hortfund),Schatzfund,iDAI gazetteer
2094,Northeim,Einzelfund,iDAI gazetteer
2095,Levershausen I (Hortfund),Schatzfund,iDAI gazetteer
2096,Levershausen,,iDAI gazetteer
2097,Düna,,iDAI gazetteer
2098,Förste,,iDAI gazetteer
2099,Förste II,,iDAI gazetteer
2100,Lengede,,iDAI gazetteer
2101,Peine,,iDAI gazetteer
2102,Handorf,,iDAI gazetteer
2103,Bortfeld,,iDAI gazetteer
2104,Groß-Denkte,,iDAI gazetteer
2105,Klein-Denkte,,iDAI gazetteer
2106,Weferlingen,,iDAI gazetteer
2107,Gielde-Eichberg,,iDAI gazetteer
2108,Wetzleben,,iDAI gazetteer
2109,Remlingen,,iDAI gazetteer
2110,Werlaburgdorf,,iDAI gazetteer
2111,Glüsig,Einzelfund,iDAI gazetteer
2112,Bone,Einzelfund,iDAI gazetteer
2113,Crüchern I,Einzelfund,iDAI gazetteer
2114,Kleinwusterwitz,Einzelfund,iDAI gazetteer
2115,Löbersdorf,Einzelfund,iDAI gazetteer
2116,Leuna,Grabfund,iDAI gazetteer
2117,Oberwerschen,Grabfund,iDAI gazetteer
,,,
2119,Ristedt,Einzelfund,iDAI gazetteer
2120,Wilsleben,Einzelfund,iDAI gazetteer
2121,Winningen,Einzelfund,iDAI gazetteer
2122,Ärzen,Einzelfund,iDAI gazetteer
2123,Ahrbergen,,iDAI gazetteer
2124,Bad Rothenfelde,,iDAI gazetteer
2125,Bentumersiel,,iDAI gazetteer
2126,Beuchte (Grabfund),Grabfund,iDAI gazetteer
2127,Delligsen,,iDAI gazetteer
2128,Eddigehausen,,iDAI gazetteer
2129,Harsum,,iDAI gazetteer
2130,Hoya,,iDAI gazetteer
2131,Klein-Vollbüttel,,iDAI gazetteer
2132,Landegge (Schatzfund),Schatzfund,iDAI gazetteer
2133,Middels-Osterloog (Schatzfund),Schatzfund,iDAI gazetteer
2134,Neuenbülstedt (Grabfund),Grabfund,iDAI gazetteer
2135,Bönitz,Einzelfund,iDAI gazetteer
2136,Deutsch Wusterhausen,Unbekannt,iDAI gazetteer
2137,Laasow,Einzelfund,iDAI gazetteer
2138,Stolpe,Einzelfund,iDAI gazetteer
2139,Waltersdorf,Einzelfund,iDAI gazetteer
2140,Eidinghausen,Schatzfund,iDAI gazetteer
2141,Magdeburg-Neustadt,Einzelfund,iDAI gazetteer
2142,Magdeburg (Umgebung),Einzelfund,iDAI gazetteer
,,,
2144,Allstedt,Einzelfund,iDAI gazetteer
2145,Genthin IV,Unbekannt,iDAI gazetteer
2146,Gänsäcker,,iDAI gazetteer
2147,"Ladenburg, Lustgartenstr. 12",,iDAI gazetteer
2148,Neckarburken,,iDAI gazetteer
2149,Alteburg,,iDAI gazetteer
2150,Flürlein,,iDAI gazetteer
2151,Scheuermannsgrund,,iDAI gazetteer
2152,Enzbett,,iDAI gazetteer
2153,Ahlde,,iDAI gazetteer
2154,Gleesen,,iDAI gazetteer
2155,Lünne,,iDAI gazetteer
2156,Ankum II,,iDAI gazetteer
2157,Herbergen (Siedlungsfund),,iDAI gazetteer
2158,Schwagstorf,Einzelfund,iDAI gazetteer
2159,Gleesen II,,iDAI gazetteer
2160,Freren,,iDAI gazetteer
2161,Gersten,,iDAI gazetteer
2162,Salzbergen,Einzelfund,iDAI gazetteer
2163,Meppen,,iDAI gazetteer
2164,Stirpe-Ölingen,,iDAI gazetteer
2165,Welplage (Schatzfund?),,iDAI gazetteer
2166,Hitz-Jöstinghausen,,iDAI gazetteer
2167,Lockhausen (Bad Essen),,iDAI gazetteer
2168,Aurich,,iDAI gazetteer
2169,Nortmoor,,iDAI gazetteer
2170,Völlen,,iDAI gazetteer
2171,Ostbense,,iDAI gazetteer
2172,Emstek,,iDAI gazetteer
2173,Berne,,iDAI gazetteer
2174,Berne II,,iDAI gazetteer
2175,Berne III,,iDAI gazetteer
2176,Golzwarden,,iDAI gazetteer
2177,Langwarden,,iDAI gazetteer
2178,Elsfleth,,iDAI gazetteer
2179,Moorriem,,iDAI gazetteer
2180,Esenshamm,,iDAI gazetteer
2181,Rüstringen,,iDAI gazetteer
2182,Aschen II,,iDAI gazetteer
2183,Lindern (Sulingen),,iDAI gazetteer
2184,Tündern II,,iDAI gazetteer
2185,Stemmen,,iDAI gazetteer
2186,Benthe II,,iDAI gazetteer
2187,Everloh,,iDAI gazetteer
2188,Gehrden II,,iDAI gazetteer
2189,Lenthe,,iDAI gazetteer
2190,Müllingen,,iDAI gazetteer
2191,Barrien,,iDAI gazetteer
2192,Hoya II,,iDAI gazetteer
2193,Amedorf II,,iDAI gazetteer
2194,Engern,,iDAI gazetteer
2195,Kirchhorsten,,iDAI gazetteer
2196,Schöttlingen,,iDAI gazetteer
2197,Jeinsen II,Einzelfund,iDAI gazetteer
2198,Jeinsen III,,iDAI gazetteer
2199,Klein Häuslingen,,iDAI gazetteer
2200,Bokel,,iDAI gazetteer
2201,Büchten,,iDAI gazetteer
2202,Hedern,,iDAI gazetteer
2203,Grethem,,iDAI gazetteer
2204,Benefeld,,iDAI gazetteer
2205,Meckelfeld,,iDAI gazetteer
2206,Echem,,iDAI gazetteer
2207,Boltersen,,iDAI gazetteer
2208,Süpplingenburg (Schatzfund),,iDAI gazetteer
2209,Salzgitter-Bad,,iDAI gazetteer
2210,Betheln II,,iDAI gazetteer
2211,Einbeck,,iDAI gazetteer
2212,Vogelbeck,,iDAI gazetteer
2213,Bovenden,,iDAI gazetteer
2214,Groß Lengden,,iDAI gazetteer
2215,Rosdorf,,iDAI gazetteer
2216,Bavenstedt,,iDAI gazetteer
2217,Giesen,,iDAI gazetteer
2218,Groß Giesen II,,iDAI gazetteer
2219,Gronau III,,iDAI gazetteer
2220,Eime II,,iDAI gazetteer
2221,Groß Escherde,,iDAI gazetteer
2222,Hasede,,iDAI gazetteer
2223,Klein Escherde,,iDAI gazetteer
2224,Mahlerten,,iDAI gazetteer
2225,Schliekum,,iDAI gazetteer
2226,Finkenberg (Schatzfund),,iDAI gazetteer
2227,Landkreis Holzminden,,iDAI gazetteer
2228,Delligsen II,,iDAI gazetteer
2229,Hehlen (Siedlungsfund),,iDAI gazetteer
2230,Neuhaus im Solling,,iDAI gazetteer
2231,Vorwohle,,iDAI gazetteer
2232,Hedemünden,,iDAI gazetteer
2233,Angerstein,,iDAI gazetteer
2234,Imbshausen II,,iDAI gazetteer
2235,Kalefeld,,iDAI gazetteer
2236,Parensen,,iDAI gazetteer
2237,Solling,,iDAI gazetteer
2238,Bodenstedt,,iDAI gazetteer
2239,Solschen,,iDAI gazetteer
2240,Bülten,,iDAI gazetteer
2241,Schmedenstedt,,iDAI gazetteer
2242,Immenbeck,,iDAI gazetteer
2243,Buxtehude,,iDAI gazetteer
2244,Hülsen,,iDAI gazetteer
2245,Nordholz,,iDAI gazetteer
2246,Grambke (Siedlungsfund),,iDAI gazetteer
2247,Mittelshuchting,,iDAI gazetteer
2248,Wellmich,,iDAI gazetteer
2249,Gudensberg,Einzelfund,iDAI gazetteer
2250,Kirchberg,Einzelfund,iDAI gazetteer
2251,Kirchberg (Grabfund),Grabfund,iDAI gazetteer
2252,Hofestatt (Obervorschütz),Einzelfund,iDAI gazetteer
2253,Oberkaufungen,Einzelfund,iDAI gazetteer
2254,Rüdigheim,Einzelfund,iDAI gazetteer
2255,Limburg,Einzelfund,iDAI gazetteer
2256,Niederselters,,iDAI gazetteer
2257,Eschborn (Grabfunde),,iDAI gazetteer
2258,Weilbach,Grabfund,iDAI gazetteer
2259,Altkönig,Einzelfund,iDAI gazetteer
2260,Bad Homburg,Weihefund,iDAI gazetteer
2261,Eltville,,iDAI gazetteer
2262,Zwischen Usingen und Kransberg,Schatzfund,iDAI gazetteer
2263,Wiesbaden,,iDAI gazetteer
2264,Wiesbaden II,,iDAI gazetteer
2265,Wiesbaden III,,iDAI gazetteer
2266,Wiesbaden (Schützenhofquelle),,iDAI gazetteer
2267,Wiesbaden V,,iDAI gazetteer
2268,Biebrich,Einzelfund,iDAI gazetteer
2269,Bierstadt,Einzelfund,iDAI gazetteer
2270,Erbenheim,,iDAI gazetteer
2271,Erbenheim II,Grabfund,iDAI gazetteer
2272,Igstadt,Einzelfund,iDAI gazetteer
2273,Wiesbaden-Mainz-Kastel (Hortfund),Schatzfund,iDAI gazetteer
2274,Schierstein,,iDAI gazetteer
2275,Biblis (Grabfunde),Grabfund,iDAI gazetteer
2276,Glauberg,Einzelfund,iDAI gazetteer
2277,Umgebung von Dieburg,Einzelfund,iDAI gazetteer
2278,Butzbach,,iDAI gazetteer
2279,Friedberg,,iDAI gazetteer
2280,Friedberg (Grabfunde),,iDAI gazetteer
2281,Gross-Karben,,iDAI gazetteer
2282,Ockstadt,Einzelfund,iDAI gazetteer
2283,Wölfersheim,,iDAI gazetteer
2284,Bauschheim,Einzelfund,iDAI gazetteer
2285,Biebesheim,,iDAI gazetteer
2286,Büttelborn,,iDAI gazetteer
2287,Gernsheim II,Einzelfund,iDAI gazetteer
2288,Trebur,,iDAI gazetteer
2289,Wolfskehlen,Einzelfund,iDAI gazetteer
2290,Seligenstadt,Einzelfund,iDAI gazetteer
2291,Steinheim (Hessen),Grabfund,iDAI gazetteer
2292,NIDA,,iDAI gazetteer
2293,Höchst,,iDAI gazetteer
2294,Leese (Hortfund),Schatzfund,iDAI gazetteer
2295,Hameln (Schatzfund),,iDAI gazetteer
